gene,protein_classes,primary_class
ZNF670,transcription_factor,transcription_factor
PURB,transcription_factor,transcription_factor
FOXD4,transcription_factor,transcription_factor
ZNF518A,transcription_factor,transcription_factor
SPIB,transcription_factor,transcription_factor
ZNF766,transcription_factor,transcription_factor
GLI1,transcription_factor,transcription_factor
THAP12,transcription_factor,transcription_factor
PBX4,transcription_factor,transcription_factor
ZNF19,transcription_factor,transcription_factor
JUNB,transcription_factor,transcription_factor
SPI1,transcription_factor,transcription_factor
INSM1,transcription_factor,transcription_factor
ZNF71,transcription_factor,transcription_factor
TFDP1,transcription_factor,transcription_factor
TBX19,transcription_factor,transcription_factor
JDP2,transcription_factor,transcription_factor
SMAD4,transcription_factor,transcription_factor
ZBTB2,transcription_factor,transcription_factor
BNC2,transcription_factor,transcription_factor
ZNF530,transcription_factor,transcription_factor
NFXL1,transcription_factor,transcription_factor
GSC,transcription_factor,transcription_factor
ZNF552,transcription_factor,transcription_factor
TBP,transcription_factor,transcription_factor
AKAP8,transcription_factor,transcription_factor
ZNF644,transcription_factor,transcription_factor
GRHL1,transcription_factor,transcription_factor
CPEB1,transcription_factor,transcription_factor
E2F5,transcription_factor,transcription_factor
ZNF274,transcription_factor,transcription_factor
SON,transcription_factor,transcription_factor
ZFP2,transcription_factor,transcription_factor
ELF1,transcription_factor,transcription_factor
AC138696.1,transcription_factor,transcription_factor
ZNF354C,transcription_factor,transcription_factor
ZNF684,transcription_factor,transcription_factor
HOXA5,transcription_factor,transcription_factor
HOXB2,transcription_factor,transcription_factor
ZNF250,transcription_factor,transcription_factor
ZNF488,transcription_factor,transcription_factor
ZNF549,transcription_factor,transcription_factor
MBD4,transcription_factor,transcription_factor
TEAD1,transcription_factor,transcription_factor
ZNF717,transcription_factor,transcription_factor
IKZF3,transcription_factor,transcription_factor
ATF1,transcription_factor,transcription_factor
ALX1,transcription_factor,transcription_factor
ANHX,transcription_factor,transcription_factor
USF3,transcription_factor,transcription_factor
GPBP1L1,transcription_factor,transcription_factor
ZNF813,transcription_factor,transcription_factor
ZNF408,transcription_factor,transcription_factor
ARNT,transcription_factor,transcription_factor
ZNF384,transcription_factor,transcription_factor
TFAP2E,transcription_factor,transcription_factor
BCL6,transcription_factor,transcription_factor
ZFHX4,transcription_factor,transcription_factor
PAX7,transcription_factor,transcription_factor
ZNF132,transcription_factor,transcription_factor
PLSCR1,transcription_factor,transcription_factor
PHF19 ,transcription_factor,transcription_factor
KCMF1,transcription_factor,transcription_factor
BPTF,transcription_factor,transcription_factor
HIVEP1,transcription_factor,transcription_factor
MSANTD3,transcription_factor,transcription_factor
ZSCAN5B,transcription_factor,transcription_factor
ZNF587,transcription_factor,transcription_factor
ZNF208,transcription_factor,transcription_factor
TET3,transcription_factor,transcription_factor
AKAP8L,transcription_factor,transcription_factor
ZBTB33,transcription_factor,transcription_factor
SIX1,transcription_factor,transcription_factor
ZNF410,transcription_factor,transcription_factor
NOTO,transcription_factor,transcription_factor
ARNTL,transcription_factor,transcription_factor
ZNF860,transcription_factor,transcription_factor
BCL11B,transcription_factor,transcription_factor
DMBX1,transcription_factor,transcription_factor
ZBTB25,transcription_factor,transcription_factor
PHOX2B,transcription_factor,transcription_factor
INSM2,transcription_factor,transcription_factor
MLX,transcription_factor,transcription_factor
HOXA10,transcription_factor,transcription_factor
ZNF415,transcription_factor,transcription_factor
ZNF620,transcription_factor,transcription_factor
ZNF439,transcription_factor,transcription_factor
ZNF57,transcription_factor,transcription_factor
ZNF764,transcription_factor,transcription_factor
MXD3,transcription_factor,transcription_factor
SOX21,transcription_factor,transcription_factor
E2F7,transcription_factor,transcription_factor
OVOL1,transcription_factor,transcription_factor
ZNF282,transcription_factor,transcription_factor
ARID3B,transcription_factor,transcription_factor
TBPL2,transcription_factor,transcription_factor
ARID5B,transcription_factor,transcription_factor
TGIF1,transcription_factor,transcription_factor
POU6F2,transcription_factor,transcription_factor
ZSCAN5A,transcription_factor,transcription_factor
ZZZ3,transcription_factor,transcription_factor
SNAI3,transcription_factor,transcription_factor
OTX1,transcription_factor,transcription_factor
SOX13,transcription_factor,transcription_factor
HSFX1,transcription_factor,transcription_factor
ZNF771,transcription_factor,transcription_factor
ZNF233,transcription_factor,transcription_factor
LBX2,transcription_factor,transcription_factor
FOSB,transcription_factor,transcription_factor
ZBTB8A,transcription_factor,transcription_factor
ZNF800,transcription_factor,transcription_factor
ZBTB22,transcription_factor,transcription_factor
HSF5,transcription_factor,transcription_factor
ZNF823,transcription_factor,transcription_factor
HOXB13,transcription_factor,transcription_factor
CCDC17,transcription_factor,transcription_factor
ZNF525,transcription_factor,transcription_factor
DBX1,transcription_factor,transcription_factor
FOXG1,transcription_factor,transcription_factor
ZNF529,transcription_factor,transcription_factor
ZNF773,transcription_factor,transcription_factor
TFAP2C,transcription_factor,transcription_factor
ZKSCAN2,transcription_factor,transcription_factor
MBD3,transcription_factor,transcription_factor
ZNF816,transcription_factor,transcription_factor
JRK,transcription_factor,transcription_factor
ZNF613,transcription_factor,transcription_factor
SNAPC5,transcription_factor,transcription_factor
HBP1,transcription_factor,transcription_factor
ZNF836,transcription_factor,transcription_factor
ZNF23,transcription_factor,transcription_factor
ZNF594,transcription_factor,transcription_factor
FOXK1,transcription_factor,transcription_factor
KLF17,transcription_factor,transcription_factor
NKX2-2,transcription_factor,transcription_factor
SCML4,transcription_factor,transcription_factor
ZNF362,transcription_factor,transcription_factor
HOXC9,transcription_factor,transcription_factor
ZGLP1,transcription_factor,transcription_factor
THAP3,transcription_factor,transcription_factor
IRF6,transcription_factor,transcription_factor
IRF4,transcription_factor,transcription_factor
ETV3L,transcription_factor,transcription_factor
ZNF407,transcription_factor,transcription_factor
ZSCAN20,transcription_factor,transcription_factor
OTX2,transcription_factor,transcription_factor
SREBF1,transcription_factor,transcription_factor
ZNF831,transcription_factor,transcription_factor
ZNF561,transcription_factor,transcription_factor
ZNF786,transcription_factor,transcription_factor
FOXO4,transcription_factor,transcription_factor
SALL1,transcription_factor,transcription_factor
ETV2,transcription_factor,transcription_factor
CASZ1,transcription_factor,transcription_factor
KLF8,transcription_factor,transcription_factor
FOXQ1,transcription_factor,transcription_factor
ZNF16,transcription_factor,transcription_factor
ZNF266,transcription_factor,transcription_factor
ZNF681,transcription_factor,transcription_factor
TSHZ1,transcription_factor,transcription_factor
ZNF213,transcription_factor,transcription_factor
NFIL3,transcription_factor,transcription_factor
ZNF107,transcription_factor,transcription_factor
MLXIP,transcription_factor,transcription_factor
ZNF782,transcription_factor,transcription_factor
PCGF2,transcription_factor,transcription_factor
ZBTB43,transcription_factor,transcription_factor
ZNF567,transcription_factor,transcription_factor
MYB,transcription_factor,transcription_factor
ZBTB11,transcription_factor,transcription_factor
TLX3,transcription_factor,transcription_factor
ZNF76,transcription_factor,transcription_factor
EGR3,transcription_factor,transcription_factor
ZSCAN10,transcription_factor,transcription_factor
ZNF30,transcription_factor,transcription_factor
HOXA4,transcription_factor,transcription_factor
FBXL19,transcription_factor,transcription_factor
ZBTB7B,transcription_factor,transcription_factor
ZSCAN4,transcription_factor,transcription_factor
GATA6,transcription_factor,transcription_factor
ZNF747,transcription_factor,transcription_factor
NKX2-1,transcription_factor,transcription_factor
TGIF2LY,transcription_factor,transcription_factor
MKX,transcription_factor,transcription_factor
KLF4,transcription_factor,transcription_factor
BHLHA15,transcription_factor,transcription_factor
POU3F1,transcription_factor,transcription_factor
ZNF283,transcription_factor,transcription_factor
IKZF5,transcription_factor,transcription_factor
ZNF83,transcription_factor,transcription_factor
GATA1,transcription_factor,transcription_factor
GFI1,transcription_factor,transcription_factor
ZHX3,transcription_factor,transcription_factor
ZNF263,transcription_factor,transcription_factor
HES6,transcription_factor,transcription_factor
ZNF485,transcription_factor,transcription_factor
ZIC2,transcription_factor,transcription_factor
HOXA3,transcription_factor,transcription_factor
TBX15,transcription_factor,transcription_factor
ZNF358,transcription_factor,transcription_factor
ZKSCAN7,transcription_factor,transcription_factor
HES4,transcription_factor,transcription_factor
ZNF575,transcription_factor,transcription_factor
CXXC5,transcription_factor,transcription_factor
CARF,transcription_factor,transcription_factor
ZNF721,transcription_factor,transcription_factor
NFE2L2,transcription_factor,transcription_factor
ZKSCAN5,transcription_factor,transcription_factor
NEUROG1,transcription_factor,transcription_factor
ZNF90,transcription_factor,transcription_factor
FOXJ3,transcription_factor,transcription_factor
ONECUT3,transcription_factor,transcription_factor
SPZ1,transcription_factor,transcription_factor
ZNF155,transcription_factor,transcription_factor
ZBTB26,transcription_factor,transcription_factor
ETV6,transcription_factor,transcription_factor
CRX,transcription_factor,transcription_factor
HAND2,transcription_factor,transcription_factor
RAX2,transcription_factor,transcription_factor
ZNF878,transcription_factor,transcription_factor
PITX1,transcription_factor,transcription_factor
GSX1,transcription_factor,transcription_factor
NFAT5,transcription_factor,transcription_factor
ZNF385D,transcription_factor,transcription_factor
DRAP1,transcription_factor,transcription_factor
ZNF579,transcription_factor,transcription_factor
SMAD5,transcription_factor,transcription_factor
ZNF77,transcription_factor,transcription_factor
KLF16,transcription_factor,transcription_factor
ZNF729,transcription_factor,transcription_factor
MNT,transcription_factor,transcription_factor
ZNF322,transcription_factor,transcription_factor
ZNF484,transcription_factor,transcription_factor
ZNF202,transcription_factor,transcription_factor
ZNF70,transcription_factor,transcription_factor
HOXA13,transcription_factor,transcription_factor
TWIST2,transcription_factor,transcription_factor
CEBPD,transcription_factor,transcription_factor
YY2,transcription_factor,transcription_factor
VEZF1,transcription_factor,transcription_factor
ZNF112,transcription_factor,transcription_factor
ZNF556,transcription_factor,transcription_factor
ZNF324B,transcription_factor,transcription_factor
ZNF829,transcription_factor,transcription_factor
BARX1,transcription_factor,transcription_factor
ZNF443,transcription_factor,transcription_factor
ZNF578,transcription_factor,transcription_factor
ZNF394,transcription_factor,transcription_factor
TBX21,transcription_factor,transcription_factor
OSR1,transcription_factor,transcription_factor
ARHGAP35,transcription_factor,transcription_factor
ZNF473,transcription_factor,transcription_factor
VSX1,transcription_factor,transcription_factor
ZIC5,transcription_factor,transcription_factor
ZNF665,transcription_factor,transcription_factor
POGK,transcription_factor,transcription_factor
ZNF774,transcription_factor,transcription_factor
DMRT3,transcription_factor,transcription_factor
IRX4,transcription_factor,transcription_factor
KLF12,transcription_factor,transcription_factor
ZNF879,transcription_factor,transcription_factor
WIZ,transcription_factor,transcription_factor
ZNF66,transcription_factor,transcription_factor
POU3F2,transcription_factor,transcription_factor
ZNF627,transcription_factor,transcription_factor
FOXO3,transcription_factor,transcription_factor
MYF5,transcription_factor,transcription_factor
RFX7,transcription_factor,transcription_factor
CTCFL,transcription_factor,transcription_factor
TLX1,transcription_factor,transcription_factor
TSHZ2,transcription_factor,transcription_factor
ZBTB18,transcription_factor,transcription_factor
GCM2,transcription_factor,transcription_factor
SIX6,transcription_factor,transcription_factor
BCL11A,transcription_factor,transcription_factor
ZNF711,transcription_factor,transcription_factor
PAX9,transcription_factor,transcription_factor
ZBED4,transcription_factor,transcription_factor
MYOD1,transcription_factor,transcription_factor
ZNF114,transcription_factor,transcription_factor
MGA,transcription_factor,transcription_factor
NKX2-8,transcription_factor,transcription_factor
CREB3L1,transcription_factor,transcription_factor
ZNF285,transcription_factor,transcription_factor
POU5F1B,transcription_factor,transcription_factor
CENPX,transcription_factor,transcription_factor
ZNF768,transcription_factor,transcription_factor
ZNF750,transcription_factor,transcription_factor
ZNF418,transcription_factor,transcription_factor
MEIS3,transcription_factor,transcription_factor
ZNF606,transcription_factor,transcription_factor
ZNF703,transcription_factor,transcription_factor
HES3,transcription_factor,transcription_factor
GTF2B,transcription_factor,transcription_factor
TERF1,transcription_factor,transcription_factor
SCX,transcription_factor,transcription_factor
MEIS2,transcription_factor,transcription_factor
ZNF426,transcription_factor,transcription_factor
NFIX,transcription_factor,transcription_factor
GLIS3,transcription_factor,transcription_factor
ZNF8,transcription_factor,transcription_factor
BRF2,transcription_factor,transcription_factor
ZNF560,transcription_factor,transcription_factor
ATF2,transcription_factor,transcription_factor
MAFB,transcription_factor,transcription_factor
NOBOX,transcription_factor,transcription_factor
ZNF586,transcription_factor,transcription_factor
RLF,transcription_factor,transcription_factor
ZNF616,transcription_factor,transcription_factor
TBX2,transcription_factor,transcription_factor
ETV4,transcription_factor,transcription_factor
MYNN,transcription_factor,transcription_factor
NKX2-6,transcription_factor,transcription_factor
HMX3,transcription_factor,transcription_factor
SKOR2,transcription_factor,transcription_factor
GSC2,transcription_factor,transcription_factor
KCNIP3,transcription_factor,transcription_factor
GCM1,transcription_factor,transcription_factor
GTF3A,transcription_factor,transcription_factor
VSX2,transcription_factor,transcription_factor
ASCL4,transcription_factor,transcription_factor
MESP1,transcription_factor,transcription_factor
TFDP3,transcription_factor,transcription_factor
GPBP1,transcription_factor,transcription_factor
GTF2I,transcription_factor,transcription_factor
ZNF284,transcription_factor,transcription_factor
ZNF709,transcription_factor,transcription_factor
ZNF383,transcription_factor,transcription_factor
HOXB6,transcription_factor,transcription_factor
DDIT3,transcription_factor,transcription_factor
FEZF2,transcription_factor,transcription_factor
TCF15,transcription_factor,transcription_factor
EBF3,transcription_factor,transcription_factor
SP3,transcription_factor,transcription_factor
MSX2,transcription_factor,transcription_factor
MTF1,transcription_factor,transcription_factor
EMX2,transcription_factor,transcription_factor
FOXP2,transcription_factor,transcription_factor
ZNF791,transcription_factor,transcription_factor
ZBTB4,transcription_factor,transcription_factor
HIF3A,transcription_factor,transcription_factor
FOXI2,transcription_factor,transcription_factor
ZNF506,transcription_factor,transcription_factor
ZNF253,transcription_factor,transcription_factor
MEF2A,transcription_factor,transcription_factor
MTERF4,transcription_factor,transcription_factor
ZNF507,transcription_factor,transcription_factor
SP140L,transcription_factor,transcription_factor
ZNF630,transcription_factor,transcription_factor
DBX2,transcription_factor,transcription_factor
NKX2-3,transcription_factor,transcription_factor
ZNF682,transcription_factor,transcription_factor
SNAI1,transcription_factor,transcription_factor
ZNF793,transcription_factor,transcription_factor
NFIC,transcription_factor,transcription_factor
ZNF565,transcription_factor,transcription_factor
MAF,transcription_factor,transcription_factor
FOXD4L5,transcription_factor,transcription_factor
BATF,transcription_factor,transcription_factor
POU5F1,transcription_factor,transcription_factor
ZNF780A,transcription_factor,transcription_factor
ZNF683,transcription_factor,transcription_factor
ZSCAN2,transcription_factor,transcription_factor
IRF2,transcription_factor,transcription_factor
CIC,transcription_factor,transcription_factor
ZNF180,transcription_factor,transcription_factor
ZNF286A,transcription_factor,transcription_factor
ZNF562,transcription_factor,transcription_factor
ZNF433,transcription_factor,transcription_factor
GLYR1,transcription_factor,transcription_factor
ZNF623,transcription_factor,transcription_factor
HOXD10,transcription_factor,transcription_factor
ATMIN,transcription_factor,transcription_factor
ISX,transcription_factor,transcription_factor
LEUTX,transcription_factor,transcription_factor
ZFP37,transcription_factor,transcription_factor
EN2,transcription_factor,transcription_factor
HIVEP2,transcription_factor,transcription_factor
ZNF526,transcription_factor,transcription_factor
MXD4,transcription_factor,transcription_factor
AHRR,transcription_factor,transcription_factor
ZNF45,transcription_factor,transcription_factor
DPRX,transcription_factor,transcription_factor
STAT3,transcription_factor,transcription_factor
ONECUT1,transcription_factor,transcription_factor
NKX2-5,transcription_factor,transcription_factor
RBCK1,transcription_factor,transcription_factor
ZNF835,transcription_factor,transcription_factor
KLF6,transcription_factor,transcription_factor
AEBP2,transcription_factor,transcription_factor
ZNF184,transcription_factor,transcription_factor
SAFB,transcription_factor,transcription_factor
NANOGP8,transcription_factor,transcription_factor
ZIC3,transcription_factor,transcription_factor
THAP7,transcription_factor,transcription_factor
ZNF133,transcription_factor,transcription_factor
TTF1,transcription_factor,transcription_factor
ST18,transcription_factor,transcription_factor
TCF3,transcription_factor,transcription_factor
GTF2IRD2,transcription_factor,transcription_factor
ZSCAN30,transcription_factor,transcription_factor
ZNF512B,transcription_factor,transcription_factor
ZNF609,transcription_factor,transcription_factor
EBF4,transcription_factor,transcription_factor
ZNF460,transcription_factor,transcription_factor
NKX6-1,transcription_factor,transcription_factor
GBX1,transcription_factor,transcription_factor
CSRNP3,transcription_factor,transcription_factor
WT1,transcription_factor,transcription_factor
ZEB2,transcription_factor,transcription_factor
FOXO1,transcription_factor,transcription_factor
ZEB1,transcription_factor,transcription_factor
ZNF707,transcription_factor,transcription_factor
TERF2,transcription_factor,transcription_factor
ZNF432,transcription_factor,transcription_factor
GATA5,transcription_factor,transcription_factor
ZNF24,transcription_factor,transcription_factor
ALX3,transcription_factor,transcription_factor
PITX2,transcription_factor,transcription_factor
TBX20,transcription_factor,transcription_factor
HIC2,transcription_factor,transcription_factor
ZNF319,transcription_factor,transcription_factor
ZNF385A,transcription_factor,transcription_factor
ETV3,transcription_factor,transcription_factor
ZNF524,transcription_factor,transcription_factor
SNAPC2,transcription_factor,transcription_factor
LHX9,transcription_factor,transcription_factor
ZNF492,transcription_factor,transcription_factor
THAP1,transcription_factor,transcription_factor
GLIS1,transcription_factor,transcription_factor
ATOH1,transcription_factor,transcription_factor
HMGN3,transcription_factor,transcription_factor
ZNF799,transcription_factor,transcription_factor
SIM1,transcription_factor,transcription_factor
ZNF675,transcription_factor,transcription_factor
MITF,transcription_factor,transcription_factor
NFIA,transcription_factor,transcription_factor
ZNF674,transcription_factor,transcription_factor
TFE3,transcription_factor,transcription_factor
ZNF345,transcription_factor,transcription_factor
ZNF700,transcription_factor,transcription_factor
FOXA2,transcription_factor,transcription_factor
NKX6-3,transcription_factor,transcription_factor
LEF1,transcription_factor,transcription_factor
ZNF692,transcription_factor,transcription_factor
ZNF789,transcription_factor,transcription_factor
ZNF677,transcription_factor,transcription_factor
ZFP1,transcription_factor,transcription_factor
ANKZF1,transcription_factor,transcription_factor
ZNF445,transcription_factor,transcription_factor
ZNF276,transcription_factor,transcription_factor
SCRT1,transcription_factor,transcription_factor
ZNF781,transcription_factor,transcription_factor
MAFK,transcription_factor,transcription_factor
ZNF436,transcription_factor,transcription_factor
TFAP4,transcription_factor,transcription_factor
PURA,transcription_factor,transcription_factor
HOXC10,transcription_factor,transcription_factor
ZNF761,transcription_factor,transcription_factor
FOXD3,transcription_factor,transcription_factor
ZNF777,transcription_factor,transcription_factor
ZNF22,transcription_factor,transcription_factor
NFE2,transcription_factor,transcription_factor
LBX1,transcription_factor,transcription_factor
FOXM1,transcription_factor,transcription_factor
SP1,transcription_factor,transcription_factor
ZNF610,transcription_factor,transcription_factor
ZNF696,transcription_factor,transcription_factor
ZNF326,transcription_factor,transcription_factor
TIGD5,transcription_factor,transcription_factor
HIF1A,transcription_factor,transcription_factor
ZNF41,transcription_factor,transcription_factor
ZNF148,transcription_factor,transcription_factor
BARHL1,transcription_factor,transcription_factor
BCL6B,transcription_factor,transcription_factor
HOXD4,transcription_factor,transcription_factor
MBNL2,transcription_factor,transcription_factor
ZNF697,transcription_factor,transcription_factor
CUX1,transcription_factor,transcription_factor
RFX5,transcription_factor,transcription_factor
ZNF611,transcription_factor,transcription_factor
ZNF43,transcription_factor,transcription_factor
STAT5B,transcription_factor,transcription_factor
TBX18,transcription_factor,transcription_factor
HOXA9,transcription_factor,transcription_factor
DPF1,transcription_factor,transcription_factor
HOXA6,transcription_factor,transcription_factor
ZNF570,transcription_factor,transcription_factor
ZNF689,transcription_factor,transcription_factor
HOXB4,transcription_factor,transcription_factor
ZNF726,transcription_factor,transcription_factor
ETV1,transcription_factor,transcription_factor
ZBTB42,transcription_factor,transcription_factor
HOXD13,transcription_factor,transcription_factor
DLX3,transcription_factor,transcription_factor
CAMTA1,transcription_factor,transcription_factor
IRX6,transcription_factor,transcription_factor
BACH1,transcription_factor,transcription_factor
ZNF335,transcription_factor,transcription_factor
ZNF641,transcription_factor,transcription_factor
ZNF277,transcription_factor,transcription_factor
SCMH1,transcription_factor,transcription_factor
ZXDB,transcription_factor,transcription_factor
ZNF891,transcription_factor,transcription_factor
VENTX,transcription_factor,transcription_factor
FOXE1,transcription_factor,transcription_factor
ZNF121,transcription_factor,transcription_factor
ZNF844,transcription_factor,transcription_factor
MTERF1,transcription_factor,transcription_factor
ZNF830,transcription_factor,transcription_factor
HESX1,transcription_factor,transcription_factor
POU4F2,transcription_factor,transcription_factor
IRF7,transcription_factor,transcription_factor
ZNF550,transcription_factor,transcription_factor
TSC22D1,transcription_factor,transcription_factor
XPA,transcription_factor,transcription_factor
ZNF337,transcription_factor,transcription_factor
ZNF628,transcription_factor,transcription_factor
HOXA2,transcription_factor,transcription_factor
LYL1,transcription_factor,transcription_factor
NFKB2,transcription_factor,transcription_factor
THAP6,transcription_factor,transcription_factor
BHLHA9,transcription_factor,transcription_factor
ZNF366,transcription_factor,transcription_factor
ZNF256,transcription_factor,transcription_factor
ZNF14,transcription_factor,transcription_factor
FEZF1,transcription_factor,transcription_factor
MYC,transcription_factor,transcription_factor
ETV5,transcription_factor,transcription_factor
PKNOX1,transcription_factor,transcription_factor
ZNF254,transcription_factor,transcription_factor
TEAD2,transcription_factor,transcription_factor
SPDEF,transcription_factor,transcription_factor
TIGD1,transcription_factor,transcription_factor
ZNF280C,transcription_factor,transcription_factor
ZNF645,transcription_factor,transcription_factor
ZNF287,transcription_factor,transcription_factor
ZHX2,transcription_factor,transcription_factor
ZBTB8B,transcription_factor,transcription_factor
EHF,transcription_factor,transcription_factor
ZNF85,transcription_factor,transcription_factor
BSX,transcription_factor,transcription_factor
PHF1,transcription_factor,transcription_factor
ZNF311,transcription_factor,transcription_factor
MEOX1,transcription_factor,transcription_factor
ZNF316,transcription_factor,transcription_factor
ZNF469,transcription_factor,transcription_factor
SP4,transcription_factor,transcription_factor
ZNF226,transcription_factor,transcription_factor
ZFP90,transcription_factor,transcription_factor
E2F1,transcription_factor,transcription_factor
ZNF805,transcription_factor,transcription_factor
NKX3-1,transcription_factor,transcription_factor
VAX2,transcription_factor,transcription_factor
KLF13,transcription_factor,transcription_factor
DUX1,transcription_factor,transcription_factor
E2F6,transcription_factor,transcription_factor
ZNF292,transcription_factor,transcription_factor
FOXB1,transcription_factor,transcription_factor
TLX2,transcription_factor,transcription_factor
DNTTIP1,transcription_factor,transcription_factor
CGGBP1,transcription_factor,transcription_factor
CENPA,transcription_factor,transcription_factor
ZNF18,transcription_factor,transcription_factor
NPAS1,transcription_factor,transcription_factor
ZBTB9,transcription_factor,transcription_factor
ZNF676,transcription_factor,transcription_factor
ISL1,transcription_factor,transcription_factor
ZNF775,transcription_factor,transcription_factor
RAG1,transcription_factor,transcription_factor
ZNF420,transcription_factor,transcription_factor
AHR,transcription_factor,transcription_factor
MYT1L,transcription_factor,transcription_factor
ZBTB7A,transcription_factor,transcription_factor
FOXF2,transcription_factor,transcription_factor
IRF1,transcription_factor,transcription_factor
ZNF346,transcription_factor,transcription_factor
ZNF695,transcription_factor,transcription_factor
ZNF354A,transcription_factor,transcription_factor
ZBTB47,transcription_factor,transcription_factor
REPIN1,transcription_factor,transcription_factor
HMX1,transcription_factor,transcription_factor
ZNF100,transcription_factor,transcription_factor
OLIG2,transcription_factor,transcription_factor
CSRNP2,transcription_factor,transcription_factor
ATF6B,transcription_factor,transcription_factor
EBF1,transcription_factor,transcription_factor
CREB3L4,transcription_factor,transcription_factor
TBR1,transcription_factor,transcription_factor
ZBED5,transcription_factor,transcription_factor
NRF1,transcription_factor,transcription_factor
ZFP42,transcription_factor,transcription_factor
NFKB1,transcription_factor,transcription_factor
HIVEP3,transcription_factor,transcription_factor
ZNF428,transcription_factor,transcription_factor
GTF2IRD1,transcription_factor,transcription_factor
IRX3,transcription_factor,transcription_factor
ZNF302,transcription_factor,transcription_factor
MSGN1,transcription_factor,transcription_factor
SP2,transcription_factor,transcription_factor
PDX1,transcription_factor,transcription_factor
TBPL1,transcription_factor,transcription_factor
NFIB,transcription_factor,transcription_factor
ZBTB41,transcription_factor,transcription_factor
SNAPC4,transcription_factor,transcription_factor
HOXA11,transcription_factor,transcription_factor
L3MBTL1,transcription_factor,transcription_factor
KLF7,transcription_factor,transcription_factor
ZNF827,transcription_factor,transcription_factor
GATAD2A,transcription_factor,transcription_factor
GATAD2B,transcription_factor,transcription_factor
ZNF501,transcription_factor,transcription_factor
MYSM1,transcription_factor,transcription_factor
NFATC1,transcription_factor,transcription_factor
ZNF880,transcription_factor,transcription_factor
ZNF587B,transcription_factor,transcription_factor
NPAS4,transcription_factor,transcription_factor
ZNF699,transcription_factor,transcription_factor
ZNF444,transcription_factor,transcription_factor
ZNF532,transcription_factor,transcription_factor
MYOG,transcription_factor,transcription_factor
TCF7L2,transcription_factor,transcription_factor
FOXI3,transcription_factor,transcription_factor
SP8,transcription_factor,transcription_factor
EN1,transcription_factor,transcription_factor
PBX3,transcription_factor,transcription_factor
DEAF1,transcription_factor,transcription_factor
ZBED2,transcription_factor,transcription_factor
FOXN1,transcription_factor,transcription_factor
ARX,transcription_factor,transcription_factor
SP7,transcription_factor,transcription_factor
ZFP30,transcription_factor,transcription_factor
ZBTB20,transcription_factor,transcription_factor
CREBL2,transcription_factor,transcription_factor
TIGD7,transcription_factor,transcription_factor
ZNF837,transcription_factor,transcription_factor
TAL2,transcription_factor,transcription_factor
ZFP57,transcription_factor,transcription_factor
HOXD12,transcription_factor,transcription_factor
KLF2,transcription_factor,transcription_factor
ZNF780B,transcription_factor,transcription_factor
HES7,transcription_factor,transcription_factor
ZNF576,transcription_factor,transcription_factor
TP63,transcription_factor,transcription_factor
FOXA1,transcription_factor,transcription_factor
JUND,transcription_factor,transcription_factor
AKNA,transcription_factor,transcription_factor
CENPS,transcription_factor,transcription_factor
HLX,transcription_factor,transcription_factor
SGSM2,transcription_factor,transcription_factor
CENPT,transcription_factor,transcription_factor
FOXA3,transcription_factor,transcription_factor
ZKSCAN3,transcription_factor,transcription_factor
TET2,transcription_factor,transcription_factor
ZNF195,transcription_factor,transcription_factor
ZBTB14,transcription_factor,transcription_factor
ZNF596,transcription_factor,transcription_factor
IRF8,transcription_factor,transcription_factor
ZNF442,transcription_factor,transcription_factor
NACC2,transcription_factor,transcription_factor
SOX5,transcription_factor,transcription_factor
YBX1,transcription_factor,transcription_factor
ZNF382,transcription_factor,transcription_factor
ZNF80,transcription_factor,transcription_factor
ZNF416,transcription_factor,transcription_factor
GMEB1,transcription_factor,transcription_factor
BNC1,transcription_factor,transcription_factor
ZNF48,transcription_factor,transcription_factor
FOXO6,transcription_factor,transcription_factor
GRHL3,transcription_factor,transcription_factor
ZNF571,transcription_factor,transcription_factor
ZNF304,transcription_factor,transcription_factor
ATOH8,transcription_factor,transcription_factor
ZNF671,transcription_factor,transcription_factor
POU2F2,transcription_factor,transcription_factor
IKZF2,transcription_factor,transcription_factor
LMX1A,transcription_factor,transcription_factor
ARID3A,transcription_factor,transcription_factor
ZNF652,transcription_factor,transcription_factor
HNF1B,transcription_factor,transcription_factor
EGR4,transcription_factor,transcription_factor
ZNF37A,transcription_factor,transcription_factor
ZNF117,transcription_factor,transcription_factor
ZNF140,transcription_factor,transcription_factor
KLF10,transcription_factor,transcription_factor
ERF,transcription_factor,transcription_factor
ZNF34,transcription_factor,transcription_factor
TFDP2,transcription_factor,transcription_factor
POU2F3,transcription_factor,transcription_factor
PRDM12,transcription_factor,transcription_factor
FOXD4L6,transcription_factor,transcription_factor
THAP10,transcription_factor,transcription_factor
DMRT2,transcription_factor,transcription_factor
NHLH1,transcription_factor,transcription_factor
ZNF625,transcription_factor,transcription_factor
CREB1,transcription_factor,transcription_factor
MYBL2,transcription_factor,transcription_factor
ZNF425,transcription_factor,transcription_factor
REXO4,transcription_factor,transcription_factor
CREB3L3,transcription_factor,transcription_factor
JUN,transcription_factor,transcription_factor
ZNF555,transcription_factor,transcription_factor
ELK1,transcription_factor,transcription_factor
TBX1,transcription_factor,transcription_factor
PROP1,transcription_factor,transcription_factor
TFAP2A,transcription_factor,transcription_factor
